Journal of Engineering and Technology Management;0923-4748;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Enterprise Information Management;1741-0398;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Enterprising Culture;0218-4958;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Environment and Development;1070-4965;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Environmental Economics and Management;0095-0696;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Environmental Economics and Policy;2160-6544;;;;;;;;;;;;;;Gestion (2016);;;;
Journal of Environmental Management;0301-4797;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Environmental Planning and Management;0964-0568;1360-0559;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of European Economic History;0391-5115;;;;;;;;;;;;;;Gestion (2016);Economie (2015);Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Journal of Evolutionary Economics;0936-9937;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Finance;0022-1082;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Financial and Quantitative Analysis;0022-1090;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Financial Econometrics;1479-8409;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Financial Economics;0304-405X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Financial Intermediation;1042-9573;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Financial Markets;1386-4181;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Financial Research;0270-2592;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Financial Services Research;0920-8550;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Fixed Income;1059-8596;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Forecasting;0277-6693;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Futures Markets;0270-7314;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Global Information Management;1062-7375;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Happiness Studies;1389-4978;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Health Economics;0167-6296;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Health Politics, Policy and Law;0361-6878;;;Science politique (2011);;;Droit (2010);;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Health Services Research and Policy;1355-8196;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of High Technology Management Research;1047-8310;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Historical Research in Marketing;1755-750X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Housing Economics;1051-1377;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Human Capital;1932-8575;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Human Resources;0022-166X;;;;;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Journal of Income Distribution;0926-6437;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Industrial Economics;0022-1821;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Information Technology;0268-3962;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Innovation Economics;2032-5355;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Institutional and Theoretical Economics;0932-4569;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Institutional Economics;1744-1374;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Interactive Marketing;1094-9968;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of International Accounting Research;1542-6297;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of International Business Studies;0047-2506;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of International Development;0954-1748;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of International Economic Law;1369-3034;;;;;;Droit (2010);;;;;;;;Gestion (2016);Economie (2015);;;
Journal of International Economics;0022-1996;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of International Entrepreneurship;1570-7385;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of International Financial Markets, Institutions and Money;1042-4431;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of International Management;1075-4253;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of International Marketing;1069-031X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of International Money and Finance;0261-5606;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of International Trade and Economic Development;0963-8199;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Knowledge Management;1367-3270;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Labor Economics;0734-306X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Labor Research;0195-3613;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Law and Economics;0022-2186;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Law, Economics, and Organization;8756-6222;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Legal Economics;1054-3023;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Legal Studies;0047-2530;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Macroeconomics;0164-0704;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Macromarketing;0276-1467;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Management;0149-2063;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Management Accounting Research;1049-2127;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Management and Governance;1385-3457;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Management Development;0262-1711;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Management Information Systems;0742-1222;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Management Inquiry;1056-4926;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Management Studies;0022-2380;;;;;;;;;;;;;STAPS (2012);Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Managerial Psychology;0268-3946;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Manufacturing and Operations Management;0890-2577;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Manufacturing Systems;0278-6125;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Manufacturing Technology Management;1741-038X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Marketing;0022-2429;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Marketing Management;0267-257X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Marketing Research;0022-2437;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Marketing Theory and Practice;1069-6679;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Mathematical Economics;0304-4068;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Media Economics;0899-7764;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Monetary Economics;0304-3932;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Money, Credit, and Banking;0022-2879;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Multi-Criteria Decision Analysis;1057-9214;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Multinational Financial Management;1042-444X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Multivariate Analysis;0047-259X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Nursing Management;0966-0429;1365-2834;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Occupational and Organizational Psychology;0963-1798;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Operations Management;0272-6963;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Organizational and End User Computing;1546-2234;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Organizational Behavior;0894-3796;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Organizational Behavior Management;0160-8061;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Organizational Change Management;0953-4814;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Personal Selling and Sales Management;0885-3134;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Policy Analysis and Management;0276-8739;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Policy Modeling;0161-8938;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Political Economy;0022-3808;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Population Economics;0933-1433;;;;;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Journal of Portfolio Management;0095-4918;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Post Keynesian Economics;0160-3477;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Private Enterprise;0890-913X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Product and Brand Management;1061-0421;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Product Innovation Management;0737-6782;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Productivity Analysis;0895-562X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Public Administration Research and Theory;1053-1858;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Public Economic Theory;1097-3923;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Public Economics;0047-2727;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Public Finance and Public Choice/Economia delle Scelte Pubbliche;1120-7019;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Public Policy & Marketing;0743-9156;;;;;;;;;;;;;;Gestion (2016);;;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Purchasing and Supply Management;1478-4092;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Quality Technology;0022-4065;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Quantitative Economics;0971-1554;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Real Estate Finance and Economics;0895-5638;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Regional Science;0022-4146;1467-9787;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Regulatory Economics;0922-680X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Retailing;0022-4359;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Retailing and Consumer Services;0969-6989;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Risk and Insurance;0022-4367;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Risk and Uncertainty;0895-5646;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Service Management;1757-5818;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Service Research;1094-6705;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Services Marketing;0887-6045;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Small Business and Enterprise Development;1462-6004;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Small Business Management;0047-2778;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Strategic Information Systems;0963-8687;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Strategic Marketing;0965-254X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Supply Chain Management;1523-2409;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Technology Transfer;0892-9912;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of the Academy of Marketing Science;0092-0703;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of the Association for Information Systems;1536-9323;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of the European Economic Association;1542-4766;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of the History of Economic Thought;1042-7716;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of the Japanese and International Economies;0889-1583;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of the Knowldege Economy;1868-7865;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of the Operational Research Society;0160-5682;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of the Royal Statistical Society, Series B;1369-7412;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of the Royal Statistical Society. Series C (Applied Statistics);0035-9254;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Time Series Analysis;0143-9782;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Transport Economics and Policy;0022-5258;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Travel and Tourism Marketing;1054-8408;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of Travel Research;0047-2875;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Urban Economics;0094-1190;1095-9068;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);;;;
Journal of Vocational Behavior;0001-8791;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of Wine Economics;1931-4361;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal of World Business;1090-9516;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Journal of World Trade;1011-6702;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Knowledge Management Research & Practice;1477-8238;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Kyklos International Review for Social Sciences;0023-5962;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;Histoire (2012);
La Revue des Sciences de Gestion;1160-7742;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Labor History;0023-656X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Labour;1121-7081;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Labour Economics;0927-5371;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
L'Actualité Economique/Revue D'Analyse Economique;0001-771X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Land Economics;0023-7639;1099-145X;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Law and Contemporary Problems;0023-9186;;;;;;Droit (2010);;;;;;;;Gestion (2016);Economie (2015);;;
Leadership;1742-7150;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Leadership Quarterly;1048-9843;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Learning Organization;0969-6474;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Local Government Studies;0300-3930;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Logistique & Management;1250-7970;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Long Range Planning: International Journal of Strategic;0024-6301;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
M@n@gement;1286-4692;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Macroeconomic Dynamics;1365-1005;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Management & Avenir;1768-5958;;;;;;;;;;;;;STAPS (2012);Gestion (2016);Economie (2015);;;
Management Accounting Quarterly;1528-5359;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Management Accounting Research;1044-5005;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Management and Organizational History;1744-9359;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Management Communication Quarterly;0893-3189;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Management Decision;0025-1747;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Management International;1206-1697;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Management International Review;0025-181X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Management Learning;1350-5076;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Management Science;0025-1909;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Managerial and Decision Economics;0143-6570;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Managerial Auditing Journal;0268-6902;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Managerial Finance;0307-4358;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Manchester School;1463-6786;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Manufacturing and Service Operations Management;1523-4614;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Marine Resource Economics;0738-1360;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Marketing Letters;0923-0645;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Marketing Science;0732-2399;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Marketing Theory;1470-5931;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Mathematical Finance;0960-1627;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Mathematical Methods of Operations Research;1432-2994;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Mathematical Programming;0025-5610;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Mathematical Social Sciences;0165-4896;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Mathematics and Financial Economics;1862-9679;;;;;;;;;;;;;;Gestion (2016);;;;
Mathematics of Operations Research;0364-765X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Mathématiques et Sciences Humaines;0987-6936;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Medical Care;0025-7079;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Medical Care Research and Review;1077-5587;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Medical Decision Making;0272-989X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Metroeconomica;0026-1386;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Milbank Quarterly;0887-378X;;;;;;;;;;;;;;Gestion (2016);;;;Psychologie – Ethologie – Ergonomie (2011)
MIS Quarterly;0276-7783;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
MOCT-MOST: Economic Policy in Transitional Economies;1120-7388;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Mondes en Développement;0302-3052;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Monthly Labor Review;0098-1818;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Multinational Business Review;1525-383X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Multinational Finance Journal;1096-1879;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
National Tax Journal;0028-0283;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Natural Resources Forum;0165-0203;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Natural Resources Journal;0028-0739;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Nature Sciences Sociétés;1240-1307;1765-2979;Géographie, Aménagement, Urbanisme (2013);;;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Naval Research Logistics Quarterly;0894-069X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Négociations;1780-9231;;;Science politique (2011);;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Networks;0028-3045;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Nonprofit and Voluntary Sector Quarterly;0899-7640;;;;;;;;;;;;;STAPS (2012);Gestion (2016);Economie (2015);;;
North American Actuarial Journal;1092-0277;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Oeconomia;2113-5207;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Omega;0305-0483;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Open Economies Review;0923-7992;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Operations Research;0030-364X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Operations Research Letters;0167-6377;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
OR Spectrum;0171-6468;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Organization;1350-5084;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Organization and Environment;1086-0266;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Organization Science;1047-7039;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Organization Studies;0170-8406;;;Science politique (2011);;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Organizational Behavior and Human Decision Processes;0749-5978;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Organizational Dynamics;0090-2616;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Organizational Research Methods;1094-4281;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Oxford Bulletin of Economics and Statistics;0305-9049;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Oxford Development Studies;1360-0818;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Oxford Economic Papers;0030-7653;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Oxford Review of Economic Policy;0266-903X;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Pacific Basin Finance Journal;0927-538X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Pacific Economic Review;1361-374X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Papers in Regional Science;1056-8190;1435-5957;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Personnel Psychology;0031-5826;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Personnel Review;0048-3486;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Pharmacoeconomics;1170-7690;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Policy and Politics;0305-5736;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Politics, Philosophy and Economics;1470-594X;;;Science politique (2011);;;Droit (2010);;;;Philosophie (2013);;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Politiques et Management Public;0758-1726;;;Science politique (2011);;;;;Sociologie, Démographie (2013);;;;;STAPS (2012);Gestion (2016);Economie (2015);;;
Population;0032-4663;1957-7966;Géographie, Aménagement, Urbanisme (2013);Science politique (2011);;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Population and Development Review;0098-7921;;;;;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Population Research and Policy Review;0167-5923;;;;;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Portuguese Economic Journal;1617-982X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Post-Communist Economies;1463-1377;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Production and Inventory Management Journal;0897-8336;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Production and Operations Management;1059-1478;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Production Planning and Control;0953-7287;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Psychology and Marketing;0742-6046;;;;;;;;;;;;;STAPS (2012);Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Public Administration and Development;0271-2075;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Public Administration Review;0033-3352;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Public Administration: An International Quarterly;0033-3298;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Public Choice;0048-5829;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Public Finance Review;1091-1421;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Public Health;0033-3506;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Public Management Review;1471-9037;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Public Money and Management;0954-0962;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Public Organization Review;1566-7170;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Qualitative Market Research: An International Journal;1352-2752;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
